UserID,Date ,TimeOnPark,Parks 
7033,01/12/2020,3.9,3
7033,02/12/2020,4.8,1
7033,03/12/2020,3.9,4
7033,04/12/2020,2.9,1
7033,05/12/2020,5,1
7033,06/12/2020,1.7,1
7033,07/12/2020,5.3,4
7033,08/12/2020,5,2
7033,09/12/2020,4.8,2
7033,10/12/2020,5.5,3
7033,11/12/2020,3.3,2
7033,12/12/2020,2.1,1
7033,13/12/2020,3.1,1
7033,14/12/2020,3.8,1
7033,15/12/2020,6.3,2
7033,16/12/2020,1.9,4
7033,17/12/2020,4.7,2
7033,18/12/2020,4.4,3
7033,19/12/2020,5.2,3
7033,20/12/2020,5.6,4
7033,21/12/2020,2.1,3
7033,22/12/2020,4.7,2
7033,23/12/2020,1.8,3
7033,24/12/2020,6.5,2
7033,25/12/2020,4.8,3
7033,26/12/2020,1.6,3
7033,28/12/2020,1.8,3
7033,29/12/2020,6.9,4
7033,30/12/2020,6.7,1
7033,31/12/2020,4.2,3
7033,01/01/2021,5.5,3
7033,02/01/2021,1.6,3
7033,04/01/2021,5.6,2
7033,05/01/2021,7.1,1
7033,06/01/2021,3.7,1
7033,07/01/2021,8,4
7033,08/01/2021,7.5,2
7033,09/01/2021,7.6,2
7033,10/01/2021,8.1,3
7033,11/01/2021,5.7,2
7033,12/01/2021,4.5,1
7033,13/01/2021,6,1
7033,14/01/2021,6.4,1
7033,15/01/2021,8.7,2
7033,16/01/2021,4.5,4
7033,17/01/2021,7.5,2
7033,18/01/2021,7,3
8838,27/11/2020,3,1
8838,28/11/2020,4,3
8838,29/11/2020,5.6,2
8838,30/11/2020,5.7,2
8838,01/12/2020,2.8,3
8838,02/12/2020,4.5,2
8838,03/12/2020,4.4,1
8838,04/12/2020,4.2,2
8838,05/12/2020,5.6,2
8838,06/12/2020,4.7,1
8838,07/12/2020,4.7,3
8838,08/12/2020,2.5,1
8838,10/12/2020,3.9,3
8838,12/12/2020,2.2,1
8838,13/12/2020,3.8,2
8838,14/12/2020,6.7,3
8838,15/12/2020,5.7,2
8838,16/12/2020,6.3,1
8838,18/12/2020,6.4,3
8838,19/12/2020,5.3,1
8838,20/12/2020,4.2,3
8838,21/12/2020,6.2,4
8838,22/12/2020,4,4
8838,23/12/2020,4.5,2
8838,24/12/2020,3.3,3
8838,25/12/2020,2.8,3
8838,26/12/2020,2,2
8838,27/12/2020,2.2,3
8838,28/12/2020,5.7,2
8838,29/12/2020,3.1,2
8838,30/12/2020,3.3,3
8838,31/12/2020,6.7,1
8838,01/01/2021,1.1,4
8838,02/01/2021,2.1,1
8838,03/01/2021,1.7,1
8838,04/01/2021,3.3,3
8838,05/01/2021,13.0,6
8838,06/01/2021,11.0,6
8838,07/01/2021,15.0,4
8838,08/01/2021,11.0,5
8838,10/01/2021,10.0,5
8838,12/01/2021,12.0,4
8838,13/01/2021,14.0,4
8838,14/01/2021,10.0,4
8838,15/01/2021,14.0,4
8838,16/01/2021,10.0,5
8838,18/01/2021,11.0,4
9040,27/11/2020,1.4,2
9040,29/11/2020,5,3
9040,30/11/2020,6.2,2
9040,01/12/2020,5.1,2
9040,02/12/2020,1.5,2
9040,03/12/2020,2.9,2
9040,04/12/2020,5.4,1
9040,06/12/2020,6.8,1
9040,07/12/2020,3,3
9040,08/12/2020,3.2,2
9040,09/12/2020,2.2,2
9040,10/12/2020,2.8,2
9040,11/12/2020,4.7,4
9040,12/12/2020,2.8,1
9040,13/12/2020,2.5,1
9040,14/12/2020,4.1,4
9040,15/12/2020,2.8,3
9040,16/12/2020,6.7,1
9040,17/12/2020,2.4,2
9040,18/12/2020,5.6,3
9040,19/12/2020,1.4,3
9040,20/12/2020,3.8,1
9040,21/12/2020,1,2
9040,22/12/2020,1.9,2
9040,23/12/2020,4.5,3
9040,24/12/2020,3.8,2
9040,25/12/2020,3.3,1
9040,26/12/2020,6.3,4
9040,27/12/2020,1.2,2
9040,28/12/2020,2.1,1
9040,29/12/2020,5,3
9040,30/12/2020,5.1,3
9040,31/12/2020,3.6,2
9040,01/01/2021,3,2
9040,02/01/2021,5.4,4
9040,03/01/2021,6.3,2
9040,04/01/2021,3.7,1
9040,06/01/2021,9.2,1
9040,07/01/2021,5.9,3
9040,08/01/2021,5.9,2
9040,09/01/2021,5.1,2
9040,10/01/2021,5.5,2
9040,11/01/2021,7.3,4
9040,12/01/2021,4.8,1
9040,13/01/2021,4.6,1
9040,14/01/2021,6.4,4
9040,15/01/2021,5.6,3
9040,16/01/2021,9.6,1
9040,17/01/2021,5.3,2
9040,18/01/2021,7.9,3
9973,27/11/2020,5,1
9973,28/11/2020,4.4,3
9973,29/11/2020,1.2,3
9973,30/11/2020,4.9,1
9973,01/12/2020,5.8,1
9973,02/12/2020,4.5,3
9973,03/12/2020,2.9,4
9973,04/12/2020,3.5,3
9973,05/12/2020,4.4,2
9973,06/12/2020,2.5,2
9973,07/12/2020,2.5,4
9973,08/12/2020,3.6,3
9973,09/12/2020,6.9,1
9973,10/12/2020,5.6,4
9973,11/12/2020,5.9,2
9973,12/12/2020,3.3,2
9973,13/12/2020,2.6,3
9973,14/12/2020,3.9,3
9973,15/12/2020,2.5,3
9973,16/12/2020,5.9,2
9973,17/12/2020,1.9,4
9973,18/12/2020,1.2,1
9973,19/12/2020,2.8,4
9973,20/12/2020,4.7,2
9973,22/12/2020,1.8,1
9973,23/12/2020,5.3,3
9973,24/12/2020,5.4,3
9973,25/12/2020,3.1,3
9973,26/12/2020,6,3
9973,27/12/2020,4,1
9973,28/12/2020,6,2
9973,29/12/2020,2.8,1
9973,30/12/2020,5.5,1
9973,31/12/2020,4.7,3
9973,01/01/2021,3.7,3
9973,02/01/2021,4.1,2
9973,03/01/2021,4.1,1
9973,04/01/2021,3.8,2
9973,05/01/2021,6.9,2
9973,06/01/2021,4.5,2
9973,07/01/2021,5.4,4
9973,08/01/2021,5.9,3
9973,09/01/2021,9.8,1
9973,10/01/2021,8.2,4
9973,11/01/2021,8.1,2
9973,12/01/2021,6,2
9973,13/01/2021,4.6,3
9973,14/01/2021,6.7,3
9973,15/01/2021,4.5,3
9973,16/01/2021,8.1,2
9973,17/01/2021,4.5,4
9973,18/01/2021,4,1
17472,27/11/2020,6.4,2
17472,28/11/2020,4.7,1
17472,29/11/2020,2.1,4
17472,30/11/2020,4.8,2
17472,01/12/2020,4.5,1
17472,03/12/2020,3,3
17472,04/12/2020,4.2,1
17472,05/12/2020,2.7,4
17472,06/12/2020,5.9,3
17472,07/12/2020,6.3,2
17472,10/12/2020,4.8,1
17472,11/12/2020,5.9,3
17472,12/12/2020,5.6,1
17472,13/12/2020,5.4,1
17472,14/12/2020,3.4,4
17472,15/12/2020,3.2,2
17472,16/12/2020,2.4,1
17472,17/12/2020,4.7,3
17472,18/12/2020,6.1,2
17472,19/12/2020,1.2,4
17472,20/12/2020,6.3,2
17472,21/12/2020,6.3,3
17472,22/12/2020,2.6,4
17472,23/12/2020,1.4,1
17472,24/12/2020,2.2,1
17472,25/12/2020,3.2,1
17472,26/12/2020,6,1
17472,27/12/2020,6.3,1
17472,28/12/2020,4.7,3
17472,30/12/2020,4.2,3
17472,31/12/2020,1.3,4
17472,01/01/2021,5.6,3
17472,02/01/2021,3.8,1
17472,03/01/2021,1.6,3
17472,04/01/2021,2.7,3
17472,05/01/2021,5,4
17472,06/01/2021,8.4,3
17472,07/01/2021,8.9,2
17472,10/01/2021,7.2,1
17472,11/01/2021,8.4,3
17472,12/01/2021,7.8,1
17472,13/01/2021,8.1,1
17472,14/01/2021,5.4,4
17472,15/01/2021,6,2
17472,16/01/2021,4.6,1
17472,17/01/2021,7.3,3
17472,18/01/2021,8.8,2
20409,27/11/2020,5.4,4
20409,28/11/2020,3,4
20409,29/11/2020,4.5,3
20409,30/11/2020,6.5,2
20409,01/12/2020,3.7,3
20409,03/12/2020,5,2
20409,04/12/2020,1,3
20409,05/12/2020,2.6,2
20409,06/12/2020,1.6,1
20409,07/12/2020,6.9,2
20409,08/12/2020,4.3,3
20409,09/12/2020,1,3
20409,10/12/2020,1.6,3
20409,11/12/2020,6,1
20409,12/12/2020,6.4,2
20409,13/12/2020,4.8,2
20409,14/12/2020,1.3,3
20409,15/12/2020,4.1,2
20409,16/12/2020,1.4,1
20409,17/12/2020,6,2
20409,18/12/2020,1.1,1
20409,19/12/2020,4.1,2
20409,20/12/2020,3.5,1
20409,21/12/2020,6.6,3
20409,22/12/2020,5.5,2
20409,23/12/2020,1.8,2
20409,24/12/2020,6.6,1
20409,25/12/2020,4.2,3
20409,26/12/2020,6.2,2
20409,27/12/2020,5.1,1
20409,28/12/2020,6,2
20409,29/12/2020,1.6,3
20409,30/12/2020,5.2,1
20409,31/12/2020,4,1
20409,01/01/2021,3.3,1
20409,02/01/2021,6.1,2
20409,03/01/2021,3.7,2
20409,04/01/2021,3.9,3
20409,05/01/2021,5,2
20409,06/01/2021,4.4,1
20409,07/01/2021,9,2
20409,08/01/2021,7.1,3
20409,09/01/2021,3.1,3
20409,10/01/2021,4.5,3
20409,11/01/2021,8.8,1
20409,12/01/2021,9.2,2
20409,13/01/2021,7.7,2
20409,14/01/2021,4,3
20409,15/01/2021,6.1,2
20409,16/01/2021,3.6,1
20409,17/01/2021,8.1,2
20409,18/01/2021,3.8,1
21626,27/11/2020,4.4,4
21626,28/11/2020,1.8,3
21626,29/11/2020,4.5,2
21626,30/11/2020,1.1,3
21626,01/12/2020,4.9,2
21626,02/12/2020,2.2,1
21626,04/12/2020,1.5,4
21626,05/12/2020,2,1
21626,06/12/2020,4.8,2
21626,08/12/2020,6.3,1
21626,09/12/2020,4.2,1
21626,12/12/2020,4.8,4
21626,13/12/2020,4.2,2
21626,14/12/2020,3,2
21626,15/12/2020,1.1,2
21626,16/12/2020,5,1
21626,17/12/2020,5.9,2
21626,18/12/2020,5.6,1
21626,19/12/2020,1.5,2
21626,20/12/2020,6.3,3
21626,21/12/2020,1.6,3
21626,22/12/2020,5.1,4
21626,23/12/2020,5.2,1
21626,25/12/2020,3.3,1
21626,26/12/2020,5.5,1
21626,27/12/2020,2.5,2
21626,28/12/2020,5.3,4
21626,29/12/2020,5.5,3
21626,30/12/2020,3.1,1
21626,31/12/2020,2.4,2
21626,01/01/2021,5,1
21626,02/01/2021,5.2,3
21626,03/01/2021,2.1,2
21626,04/01/2021,1.8,2
21626,05/01/2021,4.5,1
21626,06/01/2021,7.1,2
21626,08/01/2021,8.8,1
21626,09/01/2021,7.1,1
21626,12/01/2021,7.3,4
21626,13/01/2021,6.5,2
21626,14/01/2021,5.8,2
21626,15/01/2021,3.2,2
21626,16/01/2021,7.2,1
21626,17/01/2021,8.7,2
21626,18/01/2021,7.6,1
21632,27/11/2020,5.6,3
21632,28/11/2020,6.8,1
21632,30/11/2020,6.4,4
21632,01/12/2020,4.1,2
21632,02/12/2020,6,1
21632,03/12/2020,2.2,2
21632,04/12/2020,5.7,3
21632,05/12/2020,1.5,3
21632,07/12/2020,4.8,3
21632,08/12/2020,5.5,2
21632,09/12/2020,6.3,2
21632,10/12/2020,5.5,4
21632,12/12/2020,4.9,2
21632,13/12/2020,6.2,3
21632,14/12/2020,6.1,2
21632,15/12/2020,1.2,2
21632,19/12/2020,5.5,4
21632,20/12/2020,6.3,2
21632,21/12/2020,5.4,4
21632,22/12/2020,5.9,2
21632,23/12/2020,3.2,3
21632,24/12/2020,6.7,2
21632,25/12/2020,3.4,3
21632,26/12/2020,3.9,2
21632,27/12/2020,6.1,1
21632,28/12/2020,4.4,4
21632,29/12/2020,5.9,1
21632,30/12/2020,4.5,3
21632,31/12/2020,3.3,2
21632,01/01/2021,3.8,4
21632,02/01/2021,4.4,2
21632,03/01/2021,4.5,1
21632,04/01/2021,2.8,3
21632,05/01/2021,3.8,3
21632,07/01/2021,7,3
21632,08/01/2021,7.9,2
21632,09/01/2021,8.6,2
21632,10/01/2021,7.5,4
21632,12/01/2021,7.5,2
21632,13/01/2021,8.6,3
21632,14/01/2021,9,2
21632,15/01/2021,3.4,2
22414,27/11/2020,1.5,1
22414,28/11/2020,2.8,3
22414,29/11/2020,6.4,3
22414,30/11/2020,5.9,4
22414,01/12/2020,4,3
22414,02/12/2020,1.7,2
22414,03/12/2020,6.9,1
22414,04/12/2020,1.3,3
22414,05/12/2020,5.7,1
22414,06/12/2020,6.7,2
22414,07/12/2020,5.9,1
22414,08/12/2020,2.4,2
22414,10/12/2020,5,4
22414,11/12/2020,4.9,3
22414,12/12/2020,6.2,2
22414,13/12/2020,6.8,2
22414,15/12/2020,3.1,2
22414,16/12/2020,5.9,1
22414,17/12/2020,6.1,1
22414,18/12/2020,3.9,1
22414,19/12/2020,1.8,2
22414,20/12/2020,1,4
22414,21/12/2020,6.2,1
22414,22/12/2020,5.5,3
22414,23/12/2020,3.6,1
22414,24/12/2020,4.3,2
22414,25/12/2020,3,3
22414,26/12/2020,1.4,2
22414,27/12/2020,6.2,1
22414,28/12/2020,4.1,4
22414,29/12/2020,5.4,2
22414,30/12/2020,5.3,2
22414,31/12/2020,6.3,1
22414,02/01/2021,5.5,3
22414,03/01/2021,2.4,2
22414,04/01/2021,4.6,1
22414,05/01/2021,8,1
22414,06/01/2021,8.7,2
22414,07/01/2021,7.9,1
22414,08/01/2021,5.3,2
22414,10/01/2021,7.8,4
22414,11/01/2021,7.8,3
22414,12/01/2021,9,2
22414,13/01/2021,9.2,2
22414,15/01/2021,5.6,2
22414,16/01/2021,8.3,1
22414,17/01/2021,8.1,1
22414,18/01/2021,6.1,1
24005,27/11/2020,4.7,3
24005,28/11/2020,5.8,3
24005,29/11/2020,4.7,3
24005,30/11/2020,1.5,4
24005,01/12/2020,4.3,2
24005,02/12/2020,6.6,3
24005,03/12/2020,4.3,2
24005,04/12/2020,1,3
24005,05/12/2020,5.1,3
24005,06/12/2020,5.9,1
24005,07/12/2020,2.9,2
24005,08/12/2020,6.2,1
24005,09/12/2020,6,2
24005,10/12/2020,3.1,3
24005,11/12/2020,6.3,2
24005,12/12/2020,2.1,2
24005,13/12/2020,4.6,3
24005,14/12/2020,5.2,3
24005,15/12/2020,1.9,2
24005,16/12/2020,5.9,4
24005,17/12/2020,4.4,4
24005,18/12/2020,5.7,2
24005,20/12/2020,3.7,2
24005,21/12/2020,4.3,2
24005,22/12/2020,4.1,3
24005,23/12/2020,6.4,2
24005,25/12/2020,4.3,3
24005,26/12/2020,3.7,4
24005,27/12/2020,4.1,2
24005,28/12/2020,2.5,3
24005,29/12/2020,4.9,3
24005,30/12/2020,2.7,2
24005,31/12/2020,6.3,3
24005,01/01/2021,5,1
24005,02/01/2021,1.1,3
24005,03/01/2021,6.2,1
24005,04/01/2021,6.2,1
24005,05/01/2021,7.1,3
24005,06/01/2021,8.3,1
24005,07/01/2021,5.8,2
24005,08/01/2021,8.7,1
24005,09/01/2021,8.7,2
24005,10/01/2021,5.6,3
24005,11/01/2021,8.4,2
24005,12/01/2021,4.1,2
24005,13/01/2021,7.5,3
24005,14/01/2021,7.8,3
24005,15/01/2021,4.3,2
24005,16/01/2021,8.1,4
24005,17/01/2021,6.4,4
24005,18/01/2021,8.5,2
26432,27/11/2020,4.2,2
26432,28/11/2020,6.3,2
26432,29/11/2020,3.8,3
26432,30/11/2020,6.3,3
26432,01/12/2020,3.8,3
26432,02/12/2020,5.8,3
26432,03/12/2020,5.9,2
26432,04/12/2020,4.3,2
26432,05/12/2020,6.1,4
26432,06/12/2020,6.3,3
26432,07/12/2020,1.3,1
26432,09/12/2020,1.8,1
26432,10/12/2020,4.4,1
26432,11/12/2020,5,3
