UserID,Date ,PriceID
589438,28/11/2020,3
594908,28/11/2020,2
594908,28/11/2020,2
594908,28/11/2020,2
610513,28/11/2020,4
623999,28/11/2020,2
634587,28/11/2020,4
649528,28/11/2020,1
649528,28/11/2020,2
649528,28/11/2020,4
666347,28/11/2020,1
696524,28/11/2020,3
696850,28/11/2020,5
708934,28/11/2020,3
721884,28/11/2020,2
721884,28/11/2020,2
721884,28/11/2020,2
732877,28/11/2020,3
745155,28/11/2020,2
778086,28/11/2020,5
781852,28/11/2020,1
781852,28/11/2020,1
783185,28/11/2020,1
783979,28/11/2020,1
783979,28/11/2020,4
788765,28/11/2020,1
797632,28/11/2020,1
797632,28/11/2020,5
797632,28/11/2020,5
812119,28/11/2020,5
825513,28/11/2020,3
835013,28/11/2020,1
835013,28/11/2020,1
849184,28/11/2020,3
849184,28/11/2020,3
875919,28/11/2020,3
875919,28/11/2020,3
891178,28/11/2020,1
891178,28/11/2020,1
891178,28/11/2020,1
900242,28/11/2020,1
903514,28/11/2020,5
903514,28/11/2020,5
903796,28/11/2020,3
903796,28/11/2020,3
903796,28/11/2020,3
908145,28/11/2020,5
908878,28/11/2020,3
909006,28/11/2020,2
909006,28/11/2020,3
910613,28/11/2020,1
920734,28/11/2020,4
935775,28/11/2020,1
952986,28/11/2020,4
952986,28/11/2020,4
958934,28/11/2020,3
983935,28/11/2020,2
984746,28/11/2020,5
987810,28/11/2020,4
836,29/11/2020,3
836,29/11/2020,3
3646,29/11/2020,3
3646,29/11/2020,3
3646,29/11/2020,4
4542,29/11/2020,2
8838,29/11/2020,3
26432,29/11/2020,1
28101,29/11/2020,1
48885,29/11/2020,5
67515,29/11/2020,4
67515,29/11/2020,4
68723,29/11/2020,1
103300,29/11/2020,1
105047,29/11/2020,2
105047,29/11/2020,2
105047,29/11/2020,2
134621,29/11/2020,5
136768,29/11/2020,1
136768,29/11/2020,1
152211,29/11/2020,1
163986,29/11/2020,3
180486,29/11/2020,1
180486,29/11/2020,1
180683,29/11/2020,5
191673,29/11/2020,1
200690,29/11/2020,1
201945,29/11/2020,1
216617,29/11/2020,1
216617,29/11/2020,2
229926,29/11/2020,1
257802,29/11/2020,1
282641,29/11/2020,1
282820,29/11/2020,2
297550,29/11/2020,2
297550,29/11/2020,2
297550,29/11/2020,2
301750,29/11/2020,3
304899,29/11/2020,2
329525,29/11/2020,4
337501,29/11/2020,2
347504,29/11/2020,1
352226,29/11/2020,4
362362,29/11/2020,2
366544,29/11/2020,2
366544,29/11/2020,2
366544,29/11/2020,2
370438,29/11/2020,4
387013,29/11/2020,1
395734,29/11/2020,3
397320,29/11/2020,2
397320,29/11/2020,2
397393,29/11/2020,4
399511,29/11/2020,4
403555,29/11/2020,5
403555,29/11/2020,5
403555,29/11/2020,5
407792,29/11/2020,2
419802,29/11/2020,2
433340,29/11/2020,1
457464,29/11/2020,4
457464,29/11/2020,4
457464,29/11/2020,4
467791,29/11/2020,5
470302,29/11/2020,3
479275,29/11/2020,1
497604,29/11/2020,2
497604,29/11/2020,2
511025,29/11/2020,1
511025,29/11/2020,1
511025,29/11/2020,1
516552,29/11/2020,2
546458,29/11/2020,2
558080,29/11/2020,4
573301,29/11/2020,1
589438,29/11/2020,3
589438,29/11/2020,3
594908,29/11/2020,3
610513,29/11/2020,2
623999,29/11/2020,4
623999,29/11/2020,4
623999,29/11/2020,4
634587,29/11/2020,2
649528,29/11/2020,1
666347,29/11/2020,1
689713,29/11/2020,1
689713,29/11/2020,1
690110,29/11/2020,1
696850,29/11/2020,4
696850,29/11/2020,4
708934,29/11/2020,2
721884,29/11/2020,3
732877,29/11/2020,5
732877,29/11/2020,5
745155,29/11/2020,1
745155,29/11/2020,2
754390,29/11/2020,1
754390,29/11/2020,1
767146,29/11/2020,2
776472,29/11/2020,2
778086,29/11/2020,2
778086,29/11/2020,2
781852,29/11/2020,2
781852,29/11/2020,2
783185,29/11/2020,4
783979,29/11/2020,1
788765,29/11/2020,3
797632,29/11/2020,1
797632,29/11/2020,1
812119,29/11/2020,4
812933,29/11/2020,2
835013,29/11/2020,4
866608,29/11/2020,5
875919,29/11/2020,1
875919,29/11/2020,1
875919,29/11/2020,1
891178,29/11/2020,2
891178,29/11/2020,2
900242,29/11/2020,5
903514,29/11/2020,2
903796,29/11/2020,2
906100,29/11/2020,3
908145,29/11/2020,5
908145,29/11/2020,5
908878,29/11/2020,3
908878,29/11/2020,3
908878,29/11/2020,3
909006,29/11/2020,2
910613,29/11/2020,2
910613,29/11/2020,2
920734,29/11/2020,4
928939,29/11/2020,1
928939,29/11/2020,1
928939,29/11/2020,1
935775,29/11/2020,2
935775,29/11/2020,4
971251,29/11/2020,1
971251,29/11/2020,1
971251,29/11/2020,1
983935,29/11/2020,5
984746,29/11/2020,3
986034,29/11/2020,3
986034,29/11/2020,3
986034,29/11/2020,3
987810,29/11/2020,1
836,30/11/2020,1
836,30/11/2020,1
8838,30/11/2020,3
8838,30/11/2020,3
26432,30/11/2020,3
28101,30/11/2020,1
67515,30/11/2020,1
68723,30/11/2020,2
83804,30/11/2020,2
103300,30/11/2020,1
105047,30/11/2020,2
113626,30/11/2020,1
134621,30/11/2020,3
152211,30/11/2020,1
152221,30/11/2020,1
180486,30/11/2020,2
180486,30/11/2020,2
180683,30/11/2020,5
180788,30/11/2020,2
180788,30/11/2020,2
191673,30/11/2020,3
200690,30/11/2020,1
218352,30/11/2020,1
218352,30/11/2020,1
229926,30/11/2020,1
242823,30/11/2020,1
242823,30/11/2020,1
242823,30/11/2020,1
257802,30/11/2020,5
267818,30/11/2020,1
282641,30/11/2020,4
282820,30/11/2020,1
297550,30/11/2020,3
301750,30/11/2020,5
319590,30/11/2020,2
319590,30/11/2020,2
319590,30/11/2020,2
329525,30/11/2020,1
337501,30/11/2020,2
337501,30/11/2020,2
347504,30/11/2020,1
362362,30/11/2020,3
362362,30/11/2020,3
362362,30/11/2020,3
366544,30/11/2020,5
370438,30/11/2020,1
370438,30/11/2020,5
370709,30/11/2020,2
387013,30/11/2020,1
387013,30/11/2020,1
395734,30/11/2020,3
395734,30/11/2020,3
397320,30/11/2020,2
397393,30/11/2020,3
399511,30/11/2020,5
399511,30/11/2020,5
399511,30/11/2020,5
407792,30/11/2020,2
419802,30/11/2020,5
433340,30/11/2020,5
433340,30/11/2020,5
446534,30/11/2020,5
457464,30/11/2020,1
457464,30/11/2020,1
470302,30/11/2020,3
479275,30/11/2020,3
511025,30/11/2020,4
511025,30/11/2020,4
529318,30/11/2020,1
529318,30/11/2020,1
558080,30/11/2020,2
589438,30/11/2020,2
623999,30/11/2020,2
634587,30/11/2020,1
634587,30/11/2020,1
634587,30/11/2020,1
681065,30/11/2020,4
690110,30/11/2020,2
692341,30/11/2020,3
692341,30/11/2020,3
692341,30/11/2020,3
696524,30/11/2020,3
696850,30/11/2020,5
708934,30/11/2020,2
708934,30/11/2020,2
721884,30/11/2020,2
767146,30/11/2020,1
776472,30/11/2020,2
781852,30/11/2020,3
781852,30/11/2020,3
781852,30/11/2020,3
783185,30/11/2020,2
783185,30/11/2020,2
783979,30/11/2020,1
788765,30/11/2020,2
788765,30/11/2020,2
797632,30/11/2020,4
812119,30/11/2020,1
812933,30/11/2020,5
825513,30/11/2020,5
849184,30/11/2020,5
887839,30/11/2020,3
891178,30/11/2020,4
891178,30/11/2020,4
891178,30/11/2020,4
900242,30/11/2020,4
903514,30/11/2020,1
903796,30/11/2020,3
903796,30/11/2020,3
903796,30/11/2020,3
906100,30/11/2020,1
908878,30/11/2020,1
909006,30/11/2020,1
910613,30/11/2020,2
910613,30/11/2020,2
910613,30/11/2020,2
920734,30/11/2020,2
928939,30/11/2020,1
928939,30/11/2020,4
952986,30/11/2020,3
952986,30/11/2020,3
952986,30/11/2020,3
958934,30/11/2020,1
971251,30/11/2020,3
983935,30/11/2020,3
984746,30/11/2020,3
987810,30/11/2020,2
836,01/12/2020,2
4542,01/12/2020,1
9973,01/12/2020,1
9973,01/12/2020,1
26432,01/12/2020,1
26432,01/12/2020,2
26432,01/12/2020,2
28101,01/12/2020,1
83804,01/12/2020,1
89800,01/12/2020,3
103300,01/12/2020,1
105047,01/12/2020,4
113626,01/12/2020,2
113626,01/12/2020,2
134621,01/12/2020,1
134621,01/12/2020,1
134621,01/12/2020,1
136768,01/12/2020,1
136768,01/12/2020,1
136768,01/12/2020,1
152221,01/12/2020,1
163986,01/12/2020,2
180486,01/12/2020,1
180486,01/12/2020,1
191673,01/12/2020,1
200690,01/12/2020,4
201945,01/12/2020,2
216617,01/12/2020,2
218352,01/12/2020,3
229926,01/12/2020,1
229926,01/12/2020,1
229926,01/12/2020,3
242823,01/12/2020,1
267818,01/12/2020,1
282641,01/12/2020,2
282641,01/12/2020,2
282641,01/12/2020,2
282820,01/12/2020,2
297550,01/12/2020,3
301750,01/12/2020,2
301750,01/12/2020,3
319590,01/12/2020,2
337501,01/12/2020,1
337501,01/12/2020,1
347504,01/12/2020,1
352226,01/12/2020,2
352226,01/12/2020,3
362362,01/12/2020,3
366544,01/12/2020,4
366544,01/12/2020,4
366544,01/12/2020,4
370438,01/12/2020,1
387013,01/12/2020,1
395734,01/12/2020,4
397320,01/12/2020,3
397393,01/12/2020,2
399511,01/12/2020,1
407792,01/12/2020,2
419802,01/12/2020,1
433340,01/12/2020,4
457464,01/12/2020,1
457464,01/12/2020,1
470302,01/12/2020,1
479275,01/12/2020,2
497604,01/12/2020,1
497604,01/12/2020,1
497604,01/12/2020,1
511025,01/12/2020,2
516552,01/12/2020,1
529318,01/12/2020,2
546458,01/12/2020,1
558080,01/12/2020,4
573301,01/12/2020,1
573301,01/12/2020,1
589438,01/12/2020,3
594908,01/12/2020,2
594908,01/12/2020,2
594908,01/12/2020,2
610513,01/12/2020,5
623999,01/12/2020,2
634587,01/12/2020,4
666347,01/12/2020,3
681065,01/12/2020,2
681065,01/12/2020,2
681065,01/12/2020,3
689713,01/12/2020,2
692341,01/12/2020,2
696524,01/12/2020,2
696524,01/12/2020,2
696524,01/12/2020,5
696850,01/12/2020,4
708934,01/12/2020,1
708934,01/12/2020,1
721884,01/12/2020,1
721884,01/12/2020,3
732877,01/12/2020,2
745155,01/12/2020,2
745155,01/12/2020,2
767146,01/12/2020,4
776472,01/12/2020,5
778086,01/12/2020,1
778086,01/12/2020,1
778086,01/12/2020,1
779694,01/12/2020,3
783185,01/12/2020,1
783185,01/12/2020,1
783979,01/12/2020,1
788765,01/12/2020,3
797632,01/12/2020,2
825513,01/12/2020,2
835013,01/12/2020,4
849184,01/12/2020,3
866608,01/12/2020,1
875919,01/12/2020,2
900242,01/12/2020,2
903514,01/12/2020,4
903514,01/12/2020,5
903514,01/12/2020,5
906100,01/12/2020,3
908145,01/12/2020,2
908878,01/12/2020,1
909006,01/12/2020,2
909006,01/12/2020,2
909006,01/12/2020,2
910613,01/12/2020,2
910613,01/12/2020,2
910613,01/12/2020,2
928939,01/12/2020,3
952986,01/12/2020,4
958934,01/12/2020,1
958934,01/12/2020,4
971251,01/12/2020,2
971251,01/12/2020,2
983935,01/12/2020,5
986034,01/12/2020,4
987810,01/12/2020,1
987810,01/12/2020,1
836,02/12/2020,1
4542,02/12/2020,1
4542,02/12/2020,1
26432,02/12/2020,1
26432,02/12/2020,1
28101,02/12/2020,2
48885,02/12/2020,1
48885,02/12/2020,1
67515,02/12/2020,3
68723,02/12/2020,1
83804,02/12/2020,2
83804,02/12/2020,2
103255,02/12/2020,2
103300,02/12/2020,2
105047,02/12/2020,2
113626,02/12/2020,1
134621,02/12/2020,1
136768,02/12/2020,2
136768,02/12/2020,4
152211,02/12/2020,1
152221,02/12/2020,1
163986,02/12/2020,2
180486,02/12/2020,1
180683,02/12/2020,2
180683,02/12/2020,2
180683,02/12/2020,2
191673,02/12/2020,1
200690,02/12/2020,2
201945,02/12/2020,1
218352,02/12/2020,4
218352,02/12/2020,4
218352,02/12/2020,4
229926,02/12/2020,2
242823,02/12/2020,2
257802,02/12/2020,1
257802,02/12/2020,1
267818,02/12/2020,2
282820,02/12/2020,1
297550,02/12/2020,2
297550,02/12/2020,2
301750,02/12/2020,2
304899,02/12/2020,3
319590,02/12/2020,1
319590,02/12/2020,1
329525,02/12/2020,2
337501,02/12/2020,1
347504,02/12/2020,2
352226,02/12/2020,2
362362,02/12/2020,1
366544,02/12/2020,3
366544,02/12/2020,3
387013,02/12/2020,2
387013,02/12/2020,2
387013,02/12/2020,2
395734,02/12/2020,1
395734,02/12/2020,1
395734,02/12/2020,1
397320,02/12/2020,1
397320,02/12/2020,1
397320,02/12/2020,1
397393,02/12/2020,3
399511,02/12/2020,4
403555,02/12/2020,1
403555,02/12/2020,1
407792,02/12/2020,1
419802,02/12/2020,1
446534,02/12/2020,2
470302,02/12/2020,3
511025,02/12/2020,4
516552,02/12/2020,3
529318,02/12/2020,3
546458,02/12/2020,2
558080,02/12/2020,1
573301,02/12/2020,5
589438,02/12/2020,4
594908,02/12/2020,2
634587,02/12/2020,3
649528,02/12/2020,1
689713,02/12/2020,1
689713,02/12/2020,1
692341,02/12/2020,1
696524,02/12/2020,1
708934,02/12/2020,2
732877,02/12/2020,2
745155,02/12/2020,4
754390,02/12/2020,3
767146,02/12/2020,3
778086,02/12/2020,1
778086,02/12/2020,1
779694,02/12/2020,4
781852,02/12/2020,2
781852,02/12/2020,2
781852,02/12/2020,3
783185,02/12/2020,5
783185,02/12/2020,5
783185,02/12/2020,5
783979,02/12/2020,1
788765,02/12/2020,4
797632,02/12/2020,1
812119,02/12/2020,3
812119,02/12/2020,3
812933,02/12/2020,3
835013,02/12/2020,5
849184,02/12/2020,1
866608,02/12/2020,5
866608,02/12/2020,5
866608,02/12/2020,5
875919,02/12/2020,1
875919,02/12/2020,1
875919,02/12/2020,1
891178,02/12/2020,2
891178,02/12/2020,4
903514,02/12/2020,4
903796,02/12/2020,2
903796,02/12/2020,2
906100,02/12/2020,5
908878,02/12/2020,2
909006,02/12/2020,5
910613,02/12/2020,1
920734,02/12/2020,1
928939,02/12/2020,4
935775,02/12/2020,4
952986,02/12/2020,1
971251,02/12/2020,2
971251,02/12/2020,2
983935,02/12/2020,1
984746,02/12/2020,4
986034,02/12/2020,1
987810,02/12/2020,4
836,03/12/2020,2
4542,03/12/2020,2
8838,03/12/2020,1
8838,03/12/2020,1
8838,03/12/2020,1
26432,03/12/2020,3
28101,03/12/2020,1
28101,03/12/2020,1
48885,03/12/2020,1
48885,03/12/2020,1
67515,03/12/2020,1
68723,03/12/2020,2
68723,03/12/2020,2
83804,03/12/2020,1
103300,03/12/2020,1
113626,03/12/2020,2
125671,03/12/2020,1
134621,03/12/2020,1
136768,03/12/2020,1
152211,03/12/2020,1
152221,03/12/2020,4
163986,03/12/2020,2
180486,03/12/2020,2
200690,03/12/2020,1
201945,03/12/2020,1
201945,03/12/2020,1
229926,03/12/2020,1
242823,03/12/2020,1
242823,03/12/2020,1
257802,03/12/2020,1
267818,03/12/2020,2
282641,03/12/2020,4
282820,03/12/2020,2
282820,03/12/2020,2
282820,03/12/2020,2
297550,03/12/2020,4
301750,03/12/2020,2
301750,03/12/2020,2
319590,03/12/2020,2
329525,03/12/2020,4
337501,03/12/2020,3
347504,03/12/2020,4
362362,03/12/2020,3
362362,03/12/2020,3
370438,03/12/2020,1
370438,03/12/2020,1
370709,03/12/2020,1
387013,03/12/2020,2
395734,03/12/2020,1
397320,03/12/2020,1
397393,03/12/2020,2
397393,03/12/2020,2
399511,03/12/2020,3
403555,03/12/2020,3
407792,03/12/2020,4
419802,03/12/2020,3
433340,03/12/2020,2
433340,03/12/2020,2
446534,03/12/2020,4
457464,03/12/2020,4
470302,03/12/2020,1
479275,03/12/2020,1
516552,03/12/2020,3
529318,03/12/2020,2
529318,03/12/2020,2
546458,03/12/2020,5
558080,03/12/2020,1
573301,03/12/2020,1
573301,03/12/2020,1
589438,03/12/2020,1
610513,03/12/2020,3
610513,03/12/2020,5
634587,03/12/2020,2
649528,03/12/2020,4
666347,03/12/2020,2
666347,03/12/2020,2
690110,03/12/2020,3
692341,03/12/2020,2
692341,03/12/2020,2
692341,03/12/2020,2
696524,03/12/2020,1
696524,03/12/2020,1
696524,03/12/2020,1
696850,03/12/2020,1
708934,03/12/2020,1
721884,03/12/2020,2
745155,03/12/2020,2
754390,03/12/2020,2
767146,03/12/2020,2
776472,03/12/2020,3
776472,03/12/2020,3
778086,03/12/2020,3
781852,03/12/2020,4
783185,03/12/2020,2
783979,03/12/2020,4
788765,03/12/2020,1
797632,03/12/2020,5
825513,03/12/2020,5
835013,03/12/2020,5
849184,03/12/2020,1
866608,03/12/2020,2
875919,03/12/2020,4
891178,03/12/2020,5
900242,03/12/2020,2
903514,03/12/2020,5
903796,03/12/2020,4
908145,03/12/2020,5
908878,03/12/2020,5
908878,03/12/2020,5
909006,03/12/2020,2
909006,03/12/2020,4
910613,03/12/2020,2
920734,03/12/2020,1
928939,03/12/2020,5
935775,03/12/2020,2
958934,03/12/2020,5
971251,03/12/2020,5
983935,03/12/2020,3
984746,03/12/2020,2
984746,03/12/2020,2
984746,03/12/2020,2
986034,03/12/2020,2
987810,03/12/2020,1
987810,03/12/2020,1
836,04/12/2020,1
836,04/12/2020,1
836,04/12/2020,1
4542,04/12/2020,1
22414,04/12/2020,1
26432,04/12/2020,3
26432,04/12/2020,5
28101,04/12/2020,2
48885,04/12/2020,1
67515,04/12/2020,2
83804,04/12/2020,2
103300,04/12/2020,2
105047,04/12/2020,3
113626,04/12/2020,2
152211,04/12/2020,1
152211,04/12/2020,5
152221,04/12/2020,4
152221,04/12/2020,5
155097,04/12/2020,5
163986,04/12/2020,1
163986,04/12/2020,1
180486,04/12/2020,5
180683,04/12/2020,2
191673,04/12/2020,1
191673,04/12/2020,1
191673,04/12/2020,1
200690,04/12/2020,3
201945,04/12/2020,1
216617,04/12/2020,2
229926,04/12/2020,1
229926,04/12/2020,5
229926,04/12/2020,5
242823,04/12/2020,2
242823,04/12/2020,2
242823,04/12/2020,2
257802,04/12/2020,1
267818,04/12/2020,3
282641,04/12/2020,5
301750,04/12/2020,3
301750,04/12/2020,4
304899,04/12/2020,3
319590,04/12/2020,1
337501,04/12/2020,5
347504,04/12/2020,1
347504,04/12/2020,1
362362,04/12/2020,2
362362,04/12/2020,2
366544,04/12/2020,1
370438,04/12/2020,2
370709,04/12/2020,1
395734,04/12/2020,2
397393,04/12/2020,1
399511,04/12/2020,3
403555,04/12/2020,2
407792,04/12/2020,3
419802,04/12/2020,1
419802,04/12/2020,1
433340,04/12/2020,1
433340,04/12/2020,1
446534,04/12/2020,1
470302,04/12/2020,1
479275,04/12/2020,1
511025,04/12/2020,1
529318,04/12/2020,4
546458,04/12/2020,1
546458,04/12/2020,1
558080,04/12/2020,2
594908,04/12/2020,4
610513,04/12/2020,1
649528,04/12/2020,5
666347,04/12/2020,1
689713,04/12/2020,5
690110,04/12/2020,1
692341,04/12/2020,2
692341,04/12/2020,2
696524,04/12/2020,3
696524,04/12/2020,5
708934,04/12/2020,3
745155,04/12/2020,4
754390,04/12/2020,2
767146,04/12/2020,4
778086,04/12/2020,1
778086,04/12/2020,1
778086,04/12/2020,1
781852,04/12/2020,1
788765,04/12/2020,4
812933,04/12/2020,1
812933,04/12/2020,1
812933,04/12/2020,1
849184,04/12/2020,1
866608,04/12/2020,3
866608,04/12/2020,3
875919,04/12/2020,4
891178,04/12/2020,3
900242,04/12/2020,2
903514,04/12/2020,5
903796,04/12/2020,2
906100,04/12/2020,3
906100,04/12/2020,5
908145,04/12/2020,3
908145,04/12/2020,3
908145,04/12/2020,3
908878,04/12/2020,1
909006,04/12/2020,2
935775,04/12/2020,2
952986,04/12/2020,3
971251,04/12/2020,2
983935,04/12/2020,1
983935,04/12/2020,1
983935,04/12/2020,1
984746,04/12/2020,3
986034,04/12/2020,2
986034,04/12/2020,2
987810,04/12/2020,2
836,05/12/2020,2
4542,05/12/2020,2
24005,05/12/2020,1
26432,05/12/2020,3
28101,05/12/2020,1
67515,05/12/2020,1
83804,05/12/2020,1
83804,05/12/2020,1
103300,05/12/2020,1
103300,05/12/2020,1
103300,05/12/2020,2
105047,05/12/2020,3
113626,05/12/2020,1
113626,05/12/2020,2
136768,05/12/2020,2
152211,05/12/2020,2
163986,05/12/2020,1
164219,05/12/2020,1
180486,05/12/2020,1
180486,05/12/2020,1
180683,05/12/2020,1
191673,05/12/2020,2
200690,05/12/2020,2
200690,05/12/2020,2
216617,05/12/2020,1
216617,05/12/2020,1
218352,05/12/2020,5
229926,05/12/2020,2
242823,05/12/2020,1
242823,05/12/2020,1
242823,05/12/2020,2
257802,05/12/2020,1
257802,05/12/2020,1
267818,05/12/2020,2
282641,05/12/2020,1
282820,05/12/2020,1
282820,05/12/2020,2
297550,05/12/2020,2
301750,05/12/2020,3
304899,05/12/2020,2
304899,05/12/2020,2
319590,05/12/2020,1
319590,05/12/2020,2
329525,05/12/2020,1
337501,05/12/2020,1
347504,05/12/2020,3
352226,05/12/2020,4
387013,05/12/2020,5
395734,05/12/2020,1
397320,05/12/2020,1
397320,05/12/2020,1
397320,05/12/2020,1
397393,05/12/2020,4
399511,05/12/2020,3
399511,05/12/2020,4
399511,05/12/2020,4
407792,05/12/2020,1
407792,05/12/2020,1
407792,05/12/2020,1
419802,05/12/2020,5
433340,05/12/2020,3
446534,05/12/2020,1
470302,05/12/2020,1
479275,05/12/2020,5
511025,05/12/2020,5
516552,05/12/2020,4
529318,05/12/2020,3
529318,05/12/2020,3
546458,05/12/2020,5
573301,05/12/2020,4
610513,05/12/2020,3
623999,05/12/2020,3
634587,05/12/2020,5
681065,05/12/2020,2
689713,05/12/2020,5
690110,05/12/2020,4
692341,05/12/2020,2
696524,05/12/2020,2
696524,05/12/2020,2
696524,05/12/2020,2
696850,05/12/2020,1
708934,05/12/2020,1
708934,05/12/2020,4
732877,05/12/2020,4
732877,05/12/2020,4
745155,05/12/2020,1
745155,05/12/2020,5
754390,05/12/2020,4
767146,05/12/2020,2
776472,05/12/2020,1
778086,05/12/2020,2
781852,05/12/2020,5
783979,05/12/2020,3
788765,05/12/2020,5
797632,05/12/2020,2
797632,05/12/2020,2
812119,05/12/2020,1
812119,05/12/2020,1
812933,05/12/2020,1
849184,05/12/2020,5
